STP,2019 CCG code,2019 CCG name,Status,2019 ward name,2019 ward code,IMD: % of population living in areas rated as among the nation's most deprived,Income: % of population living in areas rated as among the nation's most deprived,Employment: % of population living in areas rated as among the nation's most deprived,Education: % of population living in areas rated as among the nation's most deprived,Health Deprivation & Disability: % of population living in areas rated as among the nation's most deprived,Crime: % of population living in areas rated as among the nation's most deprived,Barriers to Housing & Services: % of population living in areas rated as among the nation's most deprived,Living Environment: % of population living in areas rated as among the nation's most deprived,Cheek by jowl?,Digital Vulnerability decile,Financial Vulnerability decile,No. people living alone,Capacity decile,Proportion of urban LSOAs,RUC,Classification
Cumbria and North East,00P,NHS Sunderland CCG,Priority,Washington North,E05001175,0.6397231515315124,0.6749305830063342,0.7351633227600968,0.7043944813490035,0.7761646628937244,0.3691631877826091,0,0,No,1,1,1756,2,1,Urban,Urban conurbation
Cumbria and North East,00P,NHS Sunderland CCG,Exemplar,Millfield,E05001161,0.3710460545659945,0.34331117782695486,0.26077604884012434,0.18354914963091348,0.6318975456135192,0.9578142651542116,0,0,No,2,2,1897,2,1,Urban,Urban conurbation
Cumbria and North East,13T,NHS Newcastle Gateshead CCG,Priority,Benwell & Scotswood,E05011437,0.6438106206724299,0.693489391815949,0.6493304841328209,0.6327708937516477,0.6548503475932119,0.7104978700376038,0,0,Yes,2,1,1639,10,1,Urban,Urban conurbation
Cumbria and North East,13T,NHS Newcastle Gateshead CCG,Priority,Blakelaw,E05011438,0.8840627525213067,0.8722093744837962,0.8818448062645373,0.7784210079869279,0.9732743726310431,0.6744829033309373,0.07882191695202037,0,No,1,1,1405,10,1,Urban,Urban conurbation
Cumbria and North East,13T,NHS Newcastle Gateshead CCG,Priority,Byker,E05011439,1,0.9859186176544857,0.9790682154323438,0.9859186176544857,1,1,0,0,No,1,1,2648,10,1,Urban,Urban conurbation
Cumbria and North East,13T,NHS Newcastle Gateshead CCG,Priority,Elswick,E05011445,0.9289576207208299,0.9672474749828353,0.9102182807825301,0.8265127578997076,0.9361323665103968,0.9168289947464731,0,0,No,2,1,2258,10,1,Urban,Urban conurbation
Cumbria and North East,13T,NHS Newcastle Gateshead CCG,Priority,High Fell,E05001077,0.746819695701745,0.7457329162196923,0.8673581429831114,0.7132980247010654,0.9374175086633454,0.8155016315733309,0,0,No,1,1,1305,8,1,Urban,Urban conurbation
Cumbria and North East,13T,NHS Newcastle Gateshead CCG,Priority,Kenton,E05011449,0.5230926848237387,0.6234112561882114,0.6643319723007434,0.43801593355369095,0.6659961213063919,0.2271361481282063,0,0,Yes,2,1,1476,10,1,Urban,Urban conurbation
Cumbria and North East,13T,NHS Newcastle Gateshead CCG,Priority,Kingston Park South & Newbiggin Hall,E05011450,0.6841734987812985,0.6997562596942167,0.6997562596942167,0.657067011090767,0.741273164075711,0.08369243238830511,0.03523388573361167,0,Yes,1,1,1448,10,1,Urban,Urban conurbation
Cumbria and North East,13T,NHS Newcastle Gateshead CCG,Priority,Walker,E05011458,0.981786582742334,0.9877473374812065,0.9579435637868438,0.9698650732645888,1,0.9926655644346468,0,0,No,1,1,2086,10,1,Urban,Urban conurbation
Cumbria and North East,13T,NHS Newcastle Gateshead CCG,Priority,West Fenham,E05011460,0.3720130147215703,0.44943264123611776,0.3926905887505193,0.2520670275004772,0.6006549470540015,0.4937812314015249,0,0,No,2,2,1497,10,1,Urban,Urban conurbation
Cumbria and North East,13T,NHS Newcastle Gateshead CCG,Exemplar,Saltwell,E05001083,0.5361343387175213,0.42372717700773865,0.5028577431737592,0.34111467328948547,0.7011702464198534,0.9905400556203462,0,0.1503926003220125,No,6,1,1695,8,1,Urban,Urban conurbation
Cumbria and North East,99C,NHS North Tyneside CCG,Priority,Chirton,E05001118,0.685902922448017,0.7622707932078141,0.8396321390668605,0.6983741794740772,0.7194732420109272,0.6661980169804645,0,0,No,1,1,1931,9,1,Urban,Urban conurbation
Cumbria and North East,99C,NHS North Tyneside CCG,Priority,Howdon,E05001121,0.5298078696992857,0.7230510239042776,0.7538913633608307,0.3912842948633476,0.6730657389593161,0.25441759129922953,0.0405518365267199,0,No,1,1,1823,9,1,Urban,Urban conurbation
Cumbria and North East,99C,NHS North Tyneside CCG,Priority,Riverside,E05001128,0.8032849312579492,0.8463471322148871,0.8549595724062746,0.4568257525286173,0.8807968929804373,0.7429978499182364,0.08480974804675669,0,No,2,1,2609,9,1,Urban,Urban conurbation
Cumbria and North East,99C,NHS North Tyneside CCG,Priority,Wallsend,E05001132,0.6456747595861901,0.613117043710598,0.6600333432700695,0.41159258277853217,0.6741178386494872,0.9495633356519051,0,0,No,3,2,2322,9,1,Urban,Urban conurbation
Cumbria and North East,01H,NHS North Cumbria CCG,Exemplar,Flimby,E05011729,0.3342105263157894,0.09736842105263155,0.4289473684210525,0.8552631578947368,0.6657894736842105,0,0,0.14473684210526305,No,2,2,245,3,0,Rural,Rural town and fringe
Cheshire and Merseyside,01F,NHS Halton CCG,Priority,Appleton,E05001577,0.6674116993864156,0.5292591432598266,0.6724406702447219,0.22921963754395452,0.9778109562518685,0.6794876357786541,0,0.5557706817761201,No,3,1,989,2,1,Urban,Urban city and town
Cheshire and Merseyside,01F,NHS Halton CCG,Priority,Broadheath,E05001580,0.6056128082443872,0.5115016562384983,0.6882407066617593,0.3774935590725064,0.7637917637917638,0.29317261685682733,0,0.24087024087024086,No,2,1,800,2,1,Urban,Urban city and town
Cheshire and Merseyside,01F,NHS Halton CCG,Priority,Ditton,E05001583,0.46972496220030235,0.4609122327021383,0.6250363597091223,0.3923284613723089,0.6932860537115703,0.0897537619699042,0,0,No,2,1,889,2,1,Urban,Urban city and town
Cheshire and Merseyside,01F,NHS Halton CCG,Priority,Grange,E05001585,0.6620906620906621,0.6620906620906621,0.6620906620906621,0.6620906620906621,0.7315883552725658,0.6792168107957581,0,0.16201916201916203,No,2,1,897,2,1,Urban,Urban city and town
Cheshire and Merseyside,01F,NHS Halton CCG,Priority,Halton Lea,E05001588,0.9099090976155542,0.8783600685251518,0.9770112869777621,0.8166439888851547,0.9881949852047968,0.3507364814465692,0.3610853367650554,0,No,1,1,895,2,1,Urban,Urban city and town
Cheshire and Merseyside,01F,NHS Halton CCG,Priority,Hough Green,E05001591,0.6162511264644037,0.6047386602583358,0.6162511264644037,0.5829255663942072,0.6824607516086701,0.5859840160629871,0,0,No,2,2,961,2,1,Urban,Urban city and town
Cheshire and Merseyside,01F,NHS Halton CCG,Priority,Kingsway,E05001592,0.5912468025734439,0.4359224091155724,0.4913754747693977,0.607299046585536,0.7505693357104101,0.7716382450972792,0,0.30963026122006043,No,3,1,703,2,1,Urban,Urban city and town
Cheshire and Merseyside,01F,NHS Halton CCG,Priority,Mersey,E05001593,0.47932080833817486,0.35787268743743916,0.46272740636002824,0.21617901316664448,0.5808177179216161,0.5124351642505652,0,0.6194881738193068,No,4,1,1268,2,1,Urban,Urban city and town
Cheshire and Merseyside,01F,NHS Halton CCG,Priority,Norton South,E05001595,0.8127294981640147,0.8127294981640147,0.8127294981640147,0.6562061135089866,0.9196708110545642,0,0.26354240481865615,0,No,1,1,750,2,1,Urban,Urban city and town
Cheshire and Merseyside,01F,NHS Halton CCG,Priority,Riverside,E05001596,0.7162831858407079,0.7162831858407079,0.7162831858407079,0.6885058220773173,1,0.6209296693060083,0,0.34818118304611084,No,3,1,697,2,1,Urban,Urban city and town
Cheshire and Merseyside,01F,NHS Halton CCG,Priority,Windmill Hill,E05001597,1,1,1,1,1,0.6184210526315789,0.04885898431759493,0,No,2,1,279,2,1,Urban,Urban city and town
Cheshire and Merseyside,01J,NHS Knowsley CCG,Priority,Cherryfield,E05010935,0.9293520880467997,0.7853699263572529,0.9105495263248032,0.7840070397779,0.984309227427191,0.34312878016242865,0.08653405864378362,0.42450041012790585,No,2,1,1336,1,1,Urban,Urban conurbation
Cheshire and Merseyside,01J,NHS Knowsley CCG,Priority,Halewood South,E05010937,0.5111763952956003,0.5328781217846787,0.5328781217846787,0.5040740120809929,0.6537131576485878,0.15682792708082052,0,0.20147418635448405,No,3,1,1330,1,1,Urban,Urban conurbation
Cheshire and Merseyside,01J,NHS Knowsley CCG,Priority,Northwood,E05010938,1,1,1,1,1,0.3861482964362454,0,0.3643866827861992,No,2,1,1487,1,1,Urban,Urban conurbation
Cheshire and Merseyside,01J,NHS Knowsley CCG,Priority,Page Moss,E05010939,0.944726400342286,0.9449189362644975,0.9107050991458128,0.8913572763807321,0.9859408028442344,0.5947854854401076,0.05008251539523346,0.5257325788098427,No,1,1,1301,1,1,Urban,Urban conurbation
Cheshire and Merseyside,01J,NHS Knowsley CCG,Priority,Prescot North,E05010940,0.49004350615086956,0.41740608154946046,0.5596295510744622,0.18015038333005698,0.8651637817760441,0.235139105873589,0,0.5812988215575305,No,3,2,1583,1,1,Urban,Urban conurbation
Cheshire and Merseyside,01J,NHS Knowsley CCG,Priority,Prescot South,E05010941,0.4705968017690599,0.4017457693055826,0.5145376693045588,0.3966154444660572,0.7325394916000368,0.25518176885512744,0,0.3427364121254312,No,3,1,1001,1,1,Urban,Urban conurbation
Cheshire and Merseyside,01J,NHS Knowsley CCG,Priority,Shevington,E05010943,0.5258273907478516,0.5085481806545986,0.5373468641433534,0.5315871274456024,0.7907572345564954,0.15734811521398118,0,0.023358932163101108,No,5,1,825,1,1,Urban,Urban conurbation
Cheshire and Merseyside,01J,NHS Knowsley CCG,Priority,St Gabriels,E05010944,0.7417843184397837,0.7860937002018485,0.7788976052156312,0.6435612562693251,0.7717015102294139,0,0,0.13428293457536328,No,3,1,1196,1,1,Urban,Urban conurbation
Cheshire and Merseyside,01J,NHS Knowsley CCG,Priority,St Michaels,E05010945,0.814913869667973,0.814913869667973,0.8221394844724548,0.8293650992769368,0.9110401372866812,0.2991725667491256,0,0.13575249258621813,No,1,1,1304,1,1,Urban,Urban conurbation
Cheshire and Merseyside,01J,NHS Knowsley CCG,Priority,Stockbridge,E05010946,0.9345039355332089,0.921548670034283,0.9345039355332089,0.7790407495461001,1,0,0.18002970508211813,0.20562549746908537,No,1,1,1647,1,1,Urban,Urban conurbation
Cheshire and Merseyside,01J,NHS Knowsley CCG,Priority,Whitefield,E05010949,0.6452583848473207,0.6210869742371855,0.7213899463323206,0.6026743617504278,0.9546144309014075,0.31815213215520544,0.016561892455092604,0.1744668156788787,No,2,1,1239,1,1,Urban,Urban conurbation
Cheshire and Merseyside,01R,NHS South Cheshire CCG,Priority,Crewe Central,E05008620,0.8039943422618426,0.5137069667425207,0.4549426919142362,0.8317746717050458,0.6373123656026222,1,0,1,No,6,1,1138,8,1,Urban,Urban city and town
Cheshire and Merseyside,01R,NHS South Cheshire CCG,Priority,Crewe South,E05008624,0.33567942070056633,0.1965486741049502,0.21394265248553707,0.5524746708624728,0.2907621994949385,0.6968118537321087,0.024037145055222066,0.6423971295817378,No,6,1,1390,8,1,Urban,Urban city and town
Cheshire and Merseyside,01R,NHS South Cheshire CCG,Priority,Crewe St Barnabas,E05008623,0.8209165499299579,0.7330814488693216,0.6286511907144287,1,0.7851378827296377,0.5301340804482689,0,0.19999559735841504,No,3,1,636,8,1,Urban,Urban city and town
Cheshire and Merseyside,01T,NHS South Sefton CCG,Priority,Church,E05000936,0.5763384584233855,0.47859346870144326,0.6552968311889534,0.1066472843478605,0.7258916820360679,0.28629364873251956,0,0.7145882394369296,No,5,1,2007,5,1,Urban,Urban conurbation
Cheshire and Merseyside,01T,NHS South Sefton CCG,Priority,Derby,E05000937,0.8993034466521144,0.8874845864376614,0.9041986743338748,0.6574641547381989,0.9730477152012642,0.42987238168968556,0,0.6878217892901181,No,2,1,1763,5,1,Urban,Urban conurbation
Cheshire and Merseyside,01T,NHS South Sefton CCG,Priority,Ford,E05000939,0.6017841458257277,0.6007417073003227,0.6335398450800445,0.4585211397424266,0.8235846294535873,0.34621375050151987,0,0.15376076686462392,No,2,1,1773,5,1,Urban,Urban conurbation
Cheshire and Merseyside,01T,NHS South Sefton CCG,Priority,Linacre,E05000942,1,1,1,0.9844896237276441,1,0.8696201532022427,0,0.4528391875210414,No,2,1,2452,5,1,Urban,Urban conurbation
Cheshire and Merseyside,01T,NHS South Sefton CCG,Priority,Litherland,E05000943,0.6483140448309249,0.6483140448309249,0.6855258590767095,0.4654473958238185,0.7420289921262719,0.3485953798936772,0,0.5961384935786185,No,4,1,1663,5,1,Urban,Urban conurbation
Cheshire and Merseyside,01T,NHS South Sefton CCG,Priority,Netherton and Orrell,E05000947,0.5204780686780112,0.5062936874449695,0.6589742322689619,0.41912319634867296,0.8542541912993477,0.24158820146987475,0,0.12999092558983663,No,4,1,1249,5,1,Urban,Urban conurbation
Cheshire and Merseyside,01T,NHS South Sefton CCG,Priority,St Oswald,E05000951,0.7412245228455754,0.6904372469635627,0.788189010989011,0.6250514748409485,0.8443493348756507,0.4297078079814922,0,0,No,2,1,1590,5,1,Urban,Urban conurbation
Cheshire and Merseyside,01X,NHS St Helens CCG,Priority,Bold,E05000918,0.547130387509463,0.4817593143008113,0.5881021334105608,0.4513509737273969,0.6759502288881776,0.3577710203687614,0,0,No,4,1,1121,2,1,Urban,Urban conurbation
Cheshire and Merseyside,01X,NHS St Helens CCG,Priority,Earlestown,E05000919,0.6996800636497336,0.737122501627408,0.7883663235045929,0.6076772669190152,0.8387998167659184,0.3433500494249825,0,0,No,4,1,1607,2,1,Urban,Urban conurbation
Cheshire and Merseyside,01X,NHS St Helens CCG,Priority,Parr,E05000924,0.9021074582394726,0.8750161932247548,0.9145114684016208,0.9093458297048516,0.9781967224913096,0.7176263251455591,0,0,No,2,1,1734,2,1,Urban,Urban conurbation
Cheshire and Merseyside,01X,NHS St Helens CCG,Priority,Thatto Heath,E05000928,0.5219891532683238,0.4897176743691812,0.5611035956874637,0.41614544592573216,0.813284181100367,0.25908812254272895,0,0.04139352302171797,No,4,1,1581,2,1,Urban,Urban conurbation
Cheshire and Merseyside,01X,NHS St Helens CCG,Priority,Town Centre,E05000929,0.9181397067181994,0.8861276571558485,0.9475974764124133,0.6736972831647152,1,0.7908105035807661,0,0.34299173960819973,No,2,1,2169,2,1,Urban,Urban conurbation
Cheshire and Merseyside,01X,NHS St Helens CCG,Priority,West Park,E05000930,0.4151998947100734,0.32195897262015766,0.5726092271451707,0.2127487809121855,0.7807415355375809,0.252676639466769,0,0.6068331377736534,No,5,2,1628,2,1,Urban,Urban conurbation
Cheshire and Merseyside,02D,NHS Vale Royal CCG,Priority,Northwich Witton,E05012231,0.3648795174490186,0.3012250007759717,0.3773100679751275,0.6065016088481475,0.31118537448397876,0,0,0.6062910618397773,No,6,1,716,9,1,Urban,Urban city and town
Cheshire and Merseyside,02D,NHS Vale Royal CCG,Priority,Winsford Dene,E05012248,0.4026900717432046,0.13007544376932348,0.3153567463680748,0.5364905516228766,0.8124273316541524,0.46389323274164085,0,0.5124529968604887,No,4,1,502,9,1,Urban,Urban city and town
Cheshire and Merseyside,02E,NHS Warrington CCG,Priority,Bewsey and Whitecross,E05011025,0.6020113201746852,0.5579955514968489,0.5822860062025876,0.42197171764663327,0.8795271657067424,0.5243725078888597,0,0.20803443069105507,No,6,1,1744,5,1,Urban,Urban city and town
Cheshire and Merseyside,02E,NHS Warrington CCG,Priority,Fairfield and Howley,E05011030,0.5678412625841558,0.4393309218370402,0.5252411496293109,0.3887190830935284,0.8105857067297779,0.5800605563474347,0.08551914405328598,0.5767734358891607,No,5,1,2137,5,1,Urban,Urban city and town
Cheshire and Merseyside,02E,NHS Warrington CCG,Priority,Orford,E05011038,0.5144398364512255,0.42619636648239695,0.46349952095862246,0.5104928053832556,0.6352558710681497,0.47828863030150365,0,0.365405565876061,No,3,1,1463,5,1,Urban,Urban city and town
Cheshire and Merseyside,02E,NHS Warrington CCG,Priority,Poplars and Hulme,E05011040,0.8428877707593971,0.7095141157311091,0.8542278944544334,0.8882668574494724,0.8958497679541368,0.7706017189279764,0.07880192791045759,0,No,2,1,1729,5,1,Urban,Urban city and town
Cheshire and Merseyside,02F,NHS West Cheshire CCG,Priority,Blacon,E05012209,0.6316879146143836,0.641639458117461,0.7149658329807531,0.7910694756001181,0.6738861791213967,0.5448885181252843,0,0,No,3,1,1724,9,1,Urban,Urban city and town
Cheshire and Merseyside,02F,NHS West Cheshire CCG,Priority,Neston,E05012226,0.08873849113645726,0.2049052431696378,0.3404168800829512,0.08873849113645726,0.3158837932714529,0.14682186715304757,0,0,No,5,4,796,9,1,Urban,Urban city and town
Cheshire and Merseyside,02F,NHS West Cheshire CCG,Priority,Westminster,E05012244,0.9784093076482928,1,1,0.8761376070349438,0.8757174980174066,0.21680787415802522,0.35137827880783395,0.32840579419175436,No,6,1,864,9,1,Urban,Urban city and town
Cheshire and Merseyside,02F,NHS West Cheshire CCG,Priority,Wolverham,E05012253,0.6682635313986911,0.7126211857938582,0.8100326409977427,0.8196057097387096,0.8973594894363338,0.4811441400477435,0,0,No,3,1,758,9,1,Urban,Urban city and town
Cheshire and Merseyside,12F,NHS Wirral CCG,Priority,Bidston and St James,E05000955,0.8753592892605174,0.8753592892605174,0.8874953584640985,0.8606258509482486,0.9347276277969551,0.5746145806114449,0.027844745781359582,0.2363765764031191,No,2,1,2355,6,1,Urban,Urban conurbation
Cheshire and Merseyside,12F,NHS Wirral CCG,Priority,Birkenhead and Tranmere,E05000956,0.9508665306332829,0.9365787806113012,0.9648295590638559,0.7371208928479387,1,0.6000403249035083,0,0.779848311659961,No,3,1,3082,6,1,Urban,Urban conurbation
Cheshire and Merseyside,12F,NHS Wirral CCG,Priority,Bromborough,E05000957,0.40118765924988226,0.3141676809971274,0.4042462307480078,0.17658357271532205,0.6150466592011945,0.24882451271564665,0,0.5935868348020839,No,5,2,2148,6,1,Urban,Urban conurbation
Cheshire and Merseyside,12F,NHS Wirral CCG,Priority,Claughton,E05000959,0.4373059792144689,0.4373059792144689,0.485168997875983,0.24615261666110205,0.6644724410567517,0.3199966612441483,0,0.42208586995901143,No,5,3,1909,6,1,Urban,Urban conurbation
Cheshire and Merseyside,12F,NHS Wirral CCG,Priority,Leasowe and Moreton East,E05000964,0.5696164236830241,0.5727410317511431,0.6234286285689106,0.47176598997332314,0.7429253965079504,0.16140610752746487,0,0.06572642561514239,No,3,1,1958,6,1,Urban,Urban conurbation
Cheshire and Merseyside,12F,NHS Wirral CCG,Priority,Liscard,E05000965,0.5852290078961124,0.4799995529204611,0.551005241147825,0.20487075962252727,0.7999023303161197,0.4308701543456131,0,0.9347470217624563,No,4,2,2219,6,1,Urban,Urban conurbation
Cheshire and Merseyside,12F,NHS Wirral CCG,Priority,Rock Ferry,E05000971,0.8639227148141345,0.8331912464388234,0.8949565455416411,0.6587751713506719,0.9549418866402302,0.5191525570238468,0,0.2403679852474545,No,3,1,2271,6,1,Urban,Urban conurbation
Cheshire and Merseyside,12F,NHS Wirral CCG,Priority,Seacombe,E05000972,0.9623583199048823,0.9109579567405146,0.9530127993295427,0.7330798109910027,0.9903948816309011,0.6513926978751818,0,0.8392990859568494,No,3,1,2336,6,1,Urban,Urban conurbation
Cheshire and Merseyside,12F,NHS Wirral CCG,Priority,Upton,E05000973,0.48375482172283957,0.4942685557693429,0.5818531373036404,0.3750929054313236,0.68428785800429,0.011958026077963835,0,0.004923911142207445,No,3,2,2302,6,1,Urban,Urban conurbation
Cheshire and Merseyside,99A,NHS Liverpool CCG,Priority,Anfield,E05000887,0.9372891790466147,0.9262315851502652,0.9305244549204479,0.872821077443166,0.9734895946406971,0.8717180473281022,0,1,No,2,1,2398,9,1,Urban,Urban conurbation
